stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
ARC:1,5762,Activities & Recreation (South Side),,40.101402282714851,-88.236022949218736,,https://mtd.org/maps-and-schedules/bus-stops/info/arc-1/,0,,,1,
ARC:2,5762,Activities & Recreation (North Side),,40.101486206054688,-88.236054999999979,,https://mtd.org/maps-and-schedules/bus-stops/info/arc-2/,0,,,1,
ARPRTCLFTN:3,1789,Airport & Clifton (SW Corner),,40.142083,-88.173338,,https://mtd.org/maps-and-schedules/bus-stops/info/arprtclftn-3/,0,,,1,
ARPRTCNGHM:6,7442,Airport & Cunningham (SE Far Side),,40.14198600000001,-88.189672,,https://mtd.org/maps-and-schedules/bus-stops/info/arprtcnghm-6/,0,,,1,
ARPRTCPTVA:3,0228,Airport & Captiva (SW Corner),,40.142002,-88.186272,,https://mtd.org/maps-and-schedules/bus-stops/info/arprtcptva-3/,0,,,1,
ARPRTDNLD:3,9387,Airport & Donald (SW Corner),,40.142105,-88.170981,,https://mtd.org/maps-and-schedules/bus-stops/info/arprtdnld-3/,0,,,1,
ARPRTFDCRST:3,9405,Airport & Fieldcrest (SW Corner),,40.142068,-88.175946,,https://mtd.org/maps-and-schedules/bus-stops/info/arprtfdcrst-3/,0,,,1,
ARPRTLNDSFRM:3,5598,Airport & Landis Farm (SW Corner),,40.14201700000001,-88.183967999999979,,https://mtd.org/maps-and-schedules/bus-stops/info/arprtlndsfrm-3/,0,,,1,
ARPRTSKYLN:3,5558,Airport & Skyline (SW Corner),,40.14202800000001,-88.18141199999998,,https://mtd.org/maps-and-schedules/bus-stops/info/arprtskyln-3/,0,,,1,
ARYWRT:5,4145,Armory & Wright (NE Far Side),,40.105846,-88.228752,,https://mtd.org/maps-and-schedules/bus-stops/info/arywrt-5/,0,,,1,
ASHTON:1,4235,Ashton Woods (West Side),,40.08525,-88.238249999999979,,https://mtd.org/maps-and-schedules/bus-stops/info/ashton-1/,0,,,1,
ASHTON:2,4235,Ashton Woods (East Side),,40.085225,-88.23810167,,https://mtd.org/maps-and-schedules/bus-stops/info/ashton-2/,0,,,1,
ATRIUM:2,2562,Lincoln at Atrium Apts (East Side),,40.124685,-88.219415,,https://mtd.org/maps-and-schedules/bus-stops/info/atrium-2/,0,,,1,
BAYBRDWLK:2,3237,Baytowne & Boardwalk (SE Corner),,40.14055167,-88.260885,,https://mtd.org/maps-and-schedules/bus-stops/info/baybrdwlk-2/,0,,,1,
BAYBRDWLK:4,3237,Baytowne & Boardwalk (West Side),,40.140895,-88.26107333,,https://mtd.org/maps-and-schedules/bus-stops/info/baybrdwlk-4/,0,,,1,
BCHRMN:2,1422,Beech & Romine (SE Corner),,40.12214167,-88.227135,,https://mtd.org/maps-and-schedules/bus-stops/info/bchrmn-2/,0,,,1,
BCHRMN:3,1422,Beech & Romine (SW Corner),,40.12214,-88.22729167,,https://mtd.org/maps-and-schedules/bus-stops/info/bchrmn-3/,0,,,1,
BCHRMN:4,1422,Beech & Romine (NW Corner),,40.12225167,-88.22719167,,https://mtd.org/maps-and-schedules/bus-stops/info/bchrmn-4/,0,,,1,
BDMRBLMY:1,3641,Broadmoor & Bellamy (NE Corner),,40.09277167,-88.26219833,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrblmy-1/,0,,,1,
BDMRBLMY:3,3641,Broadmoor & Bellamy (SW Corner),,40.09267333,-88.26239,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrblmy-3/,0,,,1,
BDMRCRSNT:3,7365,Broadmoor & Crescent (SW Corner),,40.094657,-88.283432,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrcrsnt-3/,0,,,1,
BDMRCRSNT:4,7365,Broadmoor & Crescent (NW Corner),,40.09475833,-88.28331833,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrcrsnt-4/,0,,,1,
BDMRDVD:3,2114,Broadmoor & David (SW Corner),,40.09267,-88.258865,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrdvd-3/,0,,,1,
BDMRGLN:2,0352,Broadmoor & Galen (SE Corner),,40.09261,-88.263425,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrgln-2/,0,,,1,
BDMRGLN:3,0352,Broadmoor & Galen (SW Corner),,40.09268833,-88.26355833,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrgln-3/,0,,,1,
BDMRGLN:7,0352,Broadmoor & Galen (SW Far Side),,40.09244667,-88.26350167,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrgln-7/,0,,,1,
BDMRLNWD:1,2606,Broadmoor & Lynwood (NE Corner),,40.092738,-88.25976799999998,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrlnwd-1/,0,,,1,
BDMRLNWD:3,2606,Broadmoor & Lynwood (SW Corner),,40.09267167,-88.26005333,,https://mtd.org/maps-and-schedules/bus-stops/info/bdmrlnwd-3/,0,,,1,
